area_type,availability,location,size,society,total_sqft,bath,balcony,price
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,KKersow,1240.0,2.0,1.0,58.58
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820.0,3.0,2.0,89.0
Super built-up  Area,Ready To Move,GM Palaya,3 BHK,MSuntra,1315.0,3.0,1.0,65.0
Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,Unateit,1410.0,2.0,2.0,73.0
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Indesve,1375.0,2.0,1.0,60.0
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Sastaat,1299.0,2.0,2.0,95.0
Super built-up  Area,Ready To Move,Pampa Extension,2 BHK,Pancy R,993.0,2.0,3.0,45.5
Super built-up  Area,18-Nov,Hebbal,3 BHK,Magiaya,1255.0,2.0,1.0,95.0
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1655.0,3.0,2.0,131.0
Super built-up  Area,18-Dec,Whitefield,4 BHK,Prtates,2830.0,5.0,3.0,190.0
Built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,550.0,1.0,1.0,15.0
Super built-up  Area,20-Aug,Begur Road,3 BHK,Pruthg ,1634.0,3.0,1.0,111.0
Super built-up  Area,Ready To Move,Gottigere,3 BHK,Pridei ,1500.0,3.0,2.0,63.0
Built-up  Area,Ready To Move,Hegde Nagar,4 Bedroom,Sotosty,3750.0,6.0,2.0,375.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veales ,1295.0,2.0,3.0,78.5
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,DSndsod,1320.0,2.0,1.0,100.0
Super built-up  Area,20-Dec,Whitefield,1 BHK,Oreldhi,840.0,1.0,1.0,57.6
Super built-up  Area,20-Dec,Whitefield,1 BHK,Somns T,640.0,1.0,0.0,19.83
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1693.0,3.0,1.0,71.38
Built-up  Area,Ready To Move,Babusapalaya,2 BHK,AReenui,1305.0,2.0,1.0,70.0
Built-up  Area,Ready To Move,Kodichikkanahalli,1 BHK,Jae 1ke,450.0,1.0,1.0,18.0
Super built-up  Area,Ready To Move,CV Raman Nagar,1 BHK,Pu270a ,705.0,1.0,1.0,57.0
Super built-up  Area,Ready To Move,Battarahalli,3 BHK,PaontWa,1779.0,3.0,2.0,90.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Adowslm,10200.0,4.0,1.0,1250.0
Super built-up  Area,Ready To Move,Banaswadi,2 BHK,RailsDa,870.0,2.0,2.0,38.0
Super built-up  Area,18-May,Thanisandra,3 BHK,Bhmesy ,1595.0,3.0,2.0,120.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525.0,1.0,1.0,26.0
Super built-up  Area,18-Dec,Iblur Village,3 BHK,DNionfl,2000.0,4.0,2.0,138.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,NCarkna,1614.0,3.0,2.0,93.0
Built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Sravehi,1150.0,3.0,3.0,46.0
Super built-up  Area,18-Dec,Sonnenahalli,3 BHK,Skacak ,1610.0,3.0,2.0,80.48
Super built-up  Area,Ready To Move,Kallumantapa,2 BHK,SMncyy ,1050.0,2.0,2.0,50.0
Plot  Area,Ready To Move,Vaishnavi Layout,4 Bedroom,Prsisge,4800.0,5.0,2.0,420.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1460.0,2.0,1.0,97.0
Built-up  Area,Ready To Move,Suraksha Nagar,3 BHK,AritaFe,1569.0,3.0,0.0,70.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shiaa S,645.0,1.0,0.0,42.5
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Asintas,1350.0,2.0,1.0,90.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,SNe 2ev,2780.0,4.0,1.0,325.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SMuilan,1109.0,2.0,1.0,35.47
Super built-up  Area,Ready To Move,Vasanth nagar,4 BHK,LeeyaCa,2000.0,3.0,2.0,1063.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1215.0,2.0,1.0,68.0
Built-up  Area,Ready To Move,Prithvi Layout,3 Bedroom,Prigh L,2273.0,4.0,2.0,192.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Conixt ,1225.0,2.0,1.0,69.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,UKe 2nz,5200.0,5.0,3.0,242.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puallhi,1984.0,4.0,1.0,145.0
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Saciatt,2425.0,3.0,1.0,197.0
Super built-up  Area,18-Aug,Bommasandra,2 BHK,DSoodil,1127.0,2.0,1.0,45.0
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,P num P,1000.0,2.0,2.0,43.0
Super built-up  Area,Ready To Move,Hormavu,2 BHK,Hedosme,1350.0,2.0,2.0,45.0
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,Mosom B,1175.0,2.0,3.0,49.0
Super built-up  Area,Ready To Move,Sanne Amanikere,1 BHK,Hoxiaa ,655.0,1.0,2.0,27.0
Super built-up  Area,19-Mar,Hosa Road,3 BHK,Skume R,1311.0,2.0,1.0,84.86
Carpet  Area,Ready To Move,CV Raman Nagar,2 BHK,Mancyes,1000.0,2.0,1.0,38.5
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Wiowsri,1050.0,2.0,1.0,59.0
Super built-up  Area,Ready To Move,Varthur,3 BHK,CaestSr,1520.0,2.0,3.0,61.0
Built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1333.0,2.0,1.0,104.0
Super built-up  Area,18-Mar,Tunganagara,1 BHK,DSdidSp,600.0,1.0,0.0,18.0
Super built-up  Area,18-Sep,Abbigere,3 BHK,DSestma,1326.0,2.0,1.0,34.8
Built-up  Area,Ready To Move,Koramangala,2 BHK,KHage G,1370.0,2.0,2.0,125.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,KHage G,1100.0,2.0,2.0,85.0
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Raony C,950.0,2.0,1.0,58.11
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Prillot,1804.0,3.0,2.0,175.0
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Keers S,1257.0,2.0,1.0,68.5
Super built-up  Area,Ready To Move,Sarjapur,1 BHK,SNityVe,650.0,1.0,2.0,19.87
Super built-up  Area,Ready To Move,Whitefield,3 BHK,BrlisCo,1850.0,3.0,2.0,150.0
Super built-up  Area,17-Apr,Banashankari Stage V,3 BHK,Naiewre,1630.0,3.0,2.0,51.35
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,DSons S,1310.0,2.0,2.0,60.0
Super built-up  Area,Ready To Move,Vittal Nagar,2 BHK,Riave E,1000.0,2.0,1.0,45.0
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,NCensun,1370.0,2.0,2.0,90.0
Built-up  Area,Ready To Move,Bellandur,2 BHK,Ocavees,1465.0,3.0,3.0,90.0
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128.0,2.0,1.0,64.0
Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,Silusti,1250.0,2.0,2.0,70.0
Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1645.0,3.0,2.0,117.0
Super built-up  Area,18-Mar,Hebbal,3 BHK,SNontle,2600.0,3.0,2.0,199.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1215.0,2.0,1.0,68.0
Super built-up  Area,Ready To Move,R.T. Nagar,3 BHK,JaniaGa,1400.0,2.0,3.0,78.0
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845.0,2.0,1.0,30.0
Built-up  Area,Ready To Move,Sarjapur,4 Bedroom,Prldsum,3854.5,6.0,0.0,385.5
Super built-up  Area,Ready To Move,Panathur,2 BHK,Prcesvy,1199.0,2.0,1.0,85.0
Super built-up  Area,Ready To Move,Gunjur,2 BHK,Akncyes,1175.0,2.0,2.0,43.48
Super built-up  Area,Ready To Move,Bellandur,3 BHK,OriewLa,1767.0,3.0,2.0,109.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Asncywo,1800.0,3.0,1.0,90.0
Super built-up  Area,18-Aug,Talaghattapura,3 BHK,Sodgere,1856.0,3.0,2.0,135.0
Super built-up  Area,18-Jun,Rajaji Nagar,3 BHK,Puwerun,1613.0,3.0,0.0,150.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,HMonymp,1375.0,2.0,1.0,78.0
Super built-up  Area,Ready To Move,Bagalur,2 BHK,Haows M,985.0,2.0,2.0,57.0
Super built-up  Area,18-Mar,Electronic City,1 BHK,Sidin J,605.0,1.0,0.0,13.31
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Srers T,1200.0,2.0,1.0,53.0
Built-up  Area,Ready To Move,Hulimavu,2 BHK,Chtali ,1000.0,2.0,1.0,45.0
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Itvir M,1159.0,2.0,3.0,38.0
Built-up  Area,Ready To Move,BTM Layout,3 BHK,Myace P,1540.0,2.0,2.0,78.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1850.0,4.0,2.0,120.0
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,Sungspr,1580.0,3.0,1.0,60.0
Super built-up  Area,Ready To Move,Mico Layout,2 BHK,Amsomun,1190.0,2.0,2.0,39.25
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,R ra  R,1880.0,3.0,3.0,120.0
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Saalpas,1150.0,2.0,2.0,45.0
Built-up  Area,Ready To Move,Karuna Nagar,3 Bedroom,CoinoCu,1962.0,3.0,2.0,175.0
Super built-up  Area,Ready To Move,Attibele,2 BHK,DSvar S,1174.0,2.0,1.0,29.35
Super built-up  Area,19-Jun,Bannerghatta Road,3 BHK,Saenett,1894.0,3.0,1.0,115.0
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,Saitya ,1760.0,3.0,2.0,142.0
Built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1790.0,3.0,0.0,97.0
Built-up  Area,Ready To Move,Kengeri,4 Bedroom,Unuil T,2540.0,4.0,0.0,160.0
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1137.0,2.0,1.0,53.4
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,SaodySa,1568.0,2.0,2.0,100.0
Built-up  Area,Ready To Move,Devanahalli,4 Bedroom,Pardst ,4920.0,4.0,0.0,393.5
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,Concyvi,1308.0,2.0,1.0,60.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1200.0,2.0,1.0,41.0
Super built-up  Area,19-Dec,Electronic City,1 BHK,Shntie ,530.0,1.0,1.0,13.5
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,873.0,2.0,1.0,40.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072.0,4.0,2.0,160.0
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,2273.0,3.0,3.0,159.0
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,760.0,1.0,2.0,50.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072.0,4.0,2.0,155.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,KPiteEl,1550.0,2.0,1.0,89.0
Super built-up  Area,18-Aug,Ramagondanahalli,2 BHK,ViistLa,1251.0,2.0,1.0,50.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070.0,2.0,1.0,53.0
Built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Srshq T,1435.0,2.0,2.0,60.0
Built-up  Area,Ready To Move,Bommasandra,3 BHK,Niara S,1400.0,2.0,3.0,45.0
Super built-up  Area,Ready To Move,Judicial Layout,4 BHK,MNnia E,2330.0,3.0,2.0,94.71
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Inulat ,1200.0,2.0,3.0,60.0
Super built-up  Area,18-Sep,Bannerghatta Road,3 BHK,DSnjh S,1655.0,2.0,2.0,62.89
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Avine A,1175.0,2.0,1.0,50.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,SLnssPr,1155.0,2.0,2.0,40.43
Plot  Area,Ready To Move,Magadi Road,3 Bedroom,Anensva,1200.0,3.0,2.0,98.0
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1149.0,2.0,2.0,65.0
Plot  Area,Ready To Move,Choodasandra,4 Bedroom,LGlarAs,3200.0,4.0,2.0,375.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1718.0,3.0,2.0,119.0
Super built-up  Area,Ready To Move,Banashankari,2 BHK,Bregae ,1330.0,2.0,2.0,77.0
Super built-up  Area,Ready To Move,Hormavu,2 BHK,Srarkha,1200.0,2.0,2.0,68.0
Super built-up  Area,21-Dec,Bannerghatta Road,3 BHK,Hiatei ,1693.0,3.0,2.0,89.0
Super built-up  Area,19-Dec,Koramangala,2 BHK,Prood P,1249.0,2.0,1.0,165.0
Built-up  Area,Ready To Move,Thanisandra,3 BHK,G conTh,1800.0,4.0,1.0,125.0
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,BSian M,1020.0,2.0,1.0,46.0
Super built-up  Area,17-Sep,Bannerghatta Road,2 BHK,GRarken,1280.0,2.0,2.0,60.16
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,933.0,2.0,1.0,58.0
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Shthi S,1150.0,2.0,0.0,44.0
Super built-up  Area,Ready To Move,Benson Town,4 BHK,Saentva,3633.0,6.0,2.0,550.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Tiitela,1380.0,3.0,3.0,130.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1303.0,2.0,1.0,90.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196.0,2.0,2.0,40.54
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1419.0,2.0,3.0,87.0
Super built-up  Area,Ready To Move,Banashankari,2 BHK,Vimesar,1200.0,2.0,3.0,49.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shitt S,762.5,1.0,0.0,45.4
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,SNdri N,1245.0,2.0,1.0,75.0
Built-up  Area,Ready To Move,Palanahalli,4 Bedroom,RMaanSa,3978.0,4.0,3.0,428.0
Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1093.0,2.0,1.0,34.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1345.0,2.0,1.0,97.0
Super built-up  Area,21-Jun,Vijayanagar,2 BHK,Saityat,1180.0,2.0,1.0,86.0
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,BSian M,1020.0,2.0,1.0,48.45
Super built-up  Area,18-Aug,Konanakunte,4 BHK,Prasa W,3621.0,4.0,1.0,511.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,JKmesHo,1020.0,2.0,1.0,55.0
Super built-up  Area,Ready To Move,2nd Stage Arekere Mico Layout,3 BHK,BrriaLu,2095.0,3.0,2.0,142.0
Super built-up  Area,Ready To Move,Gunjur,3 BHK,DSerste,1362.0,3.0,2.0,62.63
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,Neite T,694.0,1.0,0.0,30.84
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404.0,2.0,2.0,70.0
Super built-up  Area,20-Dec,Rachenahalli,2 BHK,AsNowre,985.0,2.0,1.0,49.97
Built-up  Area,Ready To Move,Indira Nagar,1 BHK,GoilsDa,850.0,1.0,2.0,60.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,SoechHa,1367.0,2.0,2.0,86.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Raesta ,1210.0,2.0,2.0,81.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1140.0,2.0,2.0,40.0
Super built-up  Area,Ready To Move,Hoskote,2 BHK,VRowsa ,1095.0,2.0,2.0,33.6
Super built-up  Area,Ready To Move,Attibele,1 BHK,DSvar S,782.0,1.0,0.0,19.55
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1435.0,2.0,2.0,80.0
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,Maidsr ,725.0,2.0,2.0,36.0
Built-up  Area,Ready To Move,BCMC Layout,3 BHK,Sutesga,1600.0,2.0,2.0,88.0
Super built-up  Area,Ready To Move,Hosakerehalli,4 BHK,Taonte ,3205.0,4.0,2.0,300.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243.0,2.0,2.0,46.0
Super built-up  Area,19-Jul,Kanakpura Road,3 BHK,Soazak ,1703.0,3.0,2.0,130.0
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Suise S,1145.0,2.0,1.0,41.21
Super built-up  Area,18-Apr,Whitefield,2 BHK,Prtates,1216.0,2.0,1.0,75.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Panorse,1100.0,3.0,1.0,60.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Puallhi,2425.0,5.0,1.0,201.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196.0,2.0,2.0,40.54
Carpet  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1600.0,3.0,3.0,90.0
Super built-up  Area,17-Oct,Banashankari Stage V,3 BHK,Naiewre,1510.0,3.0,3.0,47.57
Super built-up  Area,Ready To Move,Hosakerehalli,4 BHK,Taonte ,3033.0,4.0,1.0,326.0
Plot  Area,Ready To Move,Sarjapur  Road,5 Bedroom,Owlotou,1480.0,4.0,1.0,169.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,i1rtsCo,1630.0,3.0,2.0,60.65
Super built-up  Area,18-Aug,Hosakerehalli,3 BHK,Maunt M,1410.0,2.0,2.0,53.58
Carpet  Area,18-Dec,Bhoganhalli,2 BHK,Rosha I,1181.7,2.0,1.0,100.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691.0,3.0,2.0,113.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1300.0,3.0,2.0,77.99
Super built-up  Area,21-Dec,Whitefield,2 BHK,Preaunt,1356.0,2.0,1.0,94.84
Super built-up  Area,20-Dec,Whitefield,2 BHK,Goted U,1338.0,2.0,1.0,103.0
Super built-up  Area,18-Aug,Vasantha Vallabha Nagar,3 BHK,MaitySe,1280.0,2.0,1.0,100.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1531.0,3.0,3.0,51.77
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,Yaenti ,1605.0,2.0,2.0,65.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,1917.0,3.0,2.0,110.0
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Viissmi,1400.0,3.0,2.0,55.0
Built-up  Area,Ready To Move,Thubarahalli,3 BHK,ShdhiSa,2625.0,3.0,3.0,175.0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,2041.0,3.0,3.0,128.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SoniaEt,2070.0,4.0,2.0,160.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Arcia S,1110.0,3.0,3.0,59.0
Built-up  Area,Ready To Move,Uday Nagar,3 BHK,Koncyad,1650.0,3.0,1.0,110.0
Plot  Area,18-Dec,Ambedkar Nagar,4 Bedroom,Thessrm,3565.0,4.0,3.0,255.0
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,Siestr ,1142.0,2.0,2.0,65.0
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Rie 2ri,1502.0,3.0,3.0,50.0
Super built-up  Area,Ready To Move,Shree Ananth Nagar Layout,3 BHK,PrinePr,1176.0,2.0,1.0,45.0
Plot  Area,Ready To Move,Sarjapur  Road,3 Bedroom,Adeatlm,5400.0,3.0,2.0,700.0
Super built-up  Area,Ready To Move,Suddaguntepalya,3 BHK,MSanaer,1425.0,3.0,2.0,55.0
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,Saageat,1345.0,2.0,2.0,108.0
Plot  Area,Ready To Move,Chaitanya Ananya,4 Bedroom,SRgio V,1830.0,4.0,2.0,325.0
Super built-up  Area,18-May,Raja Rajeshwari Nagar,2 BHK,Prllsan,1160.0,2.0,1.0,70.0
Plot  Area,18-Apr,Gattahalli,3 Bedroom,Miiewa ,2000.0,2.0,2.0,95.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1125.0,2.0,1.0,47.65
Built-up  Area,Ready To Move,Old Madras Road,4 Bedroom,Saive L,3900.0,4.0,2.0,175.0
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1133.0,2.0,1.0,38.37
Super built-up  Area,Ready To Move,Arekere,2 BHK,Nihtsss,1240.0,2.0,2.0,60.0
Super built-up  Area,22-Nov,Devanahalli,3 BHK,Sabixtt,1466.0,3.0,3.0,77.59
Super built-up  Area,Ready To Move,Outer Ring Road East,4 BHK,PrstaTe,3870.0,4.0,2.0,411.0
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1610.0,2.0,2.0,115.0
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,VSomepi,1225.0,2.0,2.0,48.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,Javasi ,1300.0,2.0,1.0,54.0
Super built-up  Area,19-May,Thanisandra,3 BHK,G conTh,1996.0,4.0,1.0,123.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1800.0,3.0,2.0,240.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PuineSu,1435.0,3.0,2.0,90.0
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,MJeusyl,1601.0,3.0,3.0,70.0
Super built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,Krshi G,1257.0,2.0,2.0,93.0
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3596.0,5.0,1.0,260.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Salisal,1309.0,2.0,2.0,95.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Gamesti,1115.0,2.0,1.0,55.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Brony H,1870.0,3.0,2.0,90.0
Super built-up  Area,Ready To Move,Banashankari,2 BHK,Goeesem,1185.0,2.0,2.0,67.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1790.0,3.0,3.0,120.0
Plot  Area,Ready To Move,Whitefield,3 Bedroom,StodsWa,3450.0,4.0,2.0,208.0
Super built-up  Area,Ready To Move,Budigere,1 BHK,PrityTr,693.0,1.0,0.0,27.375
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Adeatlm,5400.0,4.0,2.0,750.0
Built-up  Area,Ready To Move,Hoodi,2 BHK,Macanr ,1000.0,2.0,2.0,48.0
Super built-up  Area,19-Mar,Thanisandra,2 BHK,Bhe 2ko,1183.0,2.0,1.0,77.25
Super built-up  Area,20-Dec,Binny Pete,3 BHK,Shestlo,1282.0,3.0,2.0,178.0
Built-up  Area,Ready To Move,Hebbal,2 BHK,Srntsha,1200.0,2.0,2.0,52.0
Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1151.0,2.0,2.0,43.6
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,Naepa D,1320.0,2.0,2.0,59.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1847.0,3.0,2.0,123.0
Super built-up  Area,18-May,Devanahalli,1 BHK,Pardsri,1020.0,2.0,1.0,49.87
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160.0,2.0,2.0,44.0
Super built-up  Area,18-Aug,Haralur Road,4 BHK,SNnia E,2805.0,4.0,3.0,154.0
Super built-up  Area,18-Jun,Mysore Road,3 BHK,Gopia O,1360.0,3.0,0.0,47.6
Super built-up  Area,Ready To Move,Brookefield,2 BHK,Saandvi,1089.0,2.0,1.0,49.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Reverve,1115.0,2.0,2.0,60.0
Super built-up  Area,18-Dec,Kannamangala,3 BHK,Sonue A,1536.0,3.0,1.0,104.0
Super built-up  Area,17-Oct,Electronic City,3 BHK,Prarkun,1571.0,3.0,2.0,83.0
Super built-up  Area,Ready To Move,Keshava Nagar,2 BHK,ETens G,1517.0,2.0,2.0,125.0
Super built-up  Area,Ready To Move,Budigere,1 BHK,PrityTr,664.0,1.0,1.0,35.4
Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,Wiaysld,1230.0,2.0,1.0,58.0
Super built-up  Area,Ready To Move,Hegde Nagar,2 BHK,Inaadd ,1340.0,2.0,2.0,72.0
Super built-up  Area,Ready To Move,Attibele,2 BHK,DSvar S,1175.0,2.0,1.0,29.38
Super built-up  Area,Ready To Move,Electronic City,3 BHK,DSgmax ,1470.0,2.0,1.0,44.1
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680.0,3.0,2.0,117.0
Super built-up  Area,Ready To Move,Gunjur,2 BHK,MyhtsHe,1071.0,2.0,1.0,51.0
Built-up  Area,Ready To Move,Frazer Town,4 BHK,Asuilnc,3435.0,2.0,1.0,341.0
Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,Saacela,1190.0,2.0,1.0,60.0
Super built-up  Area,Ready To Move,Pattandur Agrahara,3 BHK,MaidoPl,1550.0,2.0,3.0,80.0
Super built-up  Area,21-May,Kanakpura Road,2 BHK,GolusLi,1283.0,2.0,2.0,63.22
Built-up  Area,Ready To Move,Mallasandra,2 BHK,GMilse ,1325.0,2.0,2.0,73.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SMuilan,1105.0,2.0,1.0,35.36
Super built-up  Area,Ready To Move,Banaswadi,3 BHK,Srldsri,1600.0,3.0,2.0,74.5
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,2099.0,3.0,3.0,147.0
Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,BaiseBa,1365.0,2.0,1.0,72.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,Goateds,1485.0,3.0,3.0,132.0
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,Kelmsoy,1250.0,2.0,1.0,55.0
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1328.0,2.0,3.0,91.06
Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232.0,2.0,1.0,87.0
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Palleon,1350.0,3.0,2.0,66.0
